time,host_id,state
4,host_049,compromised
5,host_000,benign
5,host_001,suspicious
5,host_002,benign
5,host_003,benign
5,host_004,compromised
5,host_005,benign
5,host_006,benign
5,host_007,benign
5,host_008,benign
5,host_009,benign
5,host_010,benign
5,host_011,suspicious
5,host_012,benign
5,host_013,benign
5,host_014,benign
5,host_015,benign
5,host_016,benign
5,host_017,benign
5,host_018,benign
5,host_019,suspicious
5,host_020,benign
5,host_021,compromised
5,host_022,benign
5,host_023,benign
5,host_024,benign
5,host_025,suspicious
5,host_026,benign
5,host_027,compromised
5,host_028,benign
5,host_029,benign
5,host_030,benign
5,host_031,compromised
5,host_032,benign
5,host_033,benign
5,host_034,benign
5,host_035,benign
5,host_036,compromised
5,host_037,benign
5,host_038,compromised
5,host_039,benign
5,host_040,benign
5,host_041,benign
5,host_042,benign
5,host_043,benign
5,host_044,benign
5,host_045,benign
5,host_046,benign
5,host_047,suspicious
5,host_048,benign
5,host_049,compromised
6,host_000,benign
6,host_001,suspicious
6,host_002,benign
6,host_003,benign
6,host_004,compromised
6,host_005,benign
6,host_006,benign
6,host_007,benign
6,host_008,benign
6,host_009,benign
6,host_010,benign
6,host_011,suspicious
6,host_012,benign
6,host_013,suspicious
6,host_014,benign
6,host_015,benign
6,host_016,benign
6,host_017,benign
6,host_018,benign
6,host_019,compromised
6,host_020,benign
6,host_021,compromised
6,host_022,benign
6,host_023,benign
6,host_024,benign
6,host_025,compromised
6,host_026,benign
6,host_027,compromised
6,host_028,benign
6,host_029,benign
6,host_030,benign
6,host_031,compromised
6,host_032,benign
6,host_033,benign
6,host_034,benign
6,host_035,benign
6,host_036,compromised
6,host_037,benign
6,host_038,compromised
6,host_039,benign
6,host_040,benign
6,host_041,benign
6,host_042,benign
6,host_043,benign
6,host_044,benign
6,host_045,benign
6,host_046,benign
6,host_047,compromised
6,host_048,benign
6,host_049,compromised
7,host_000,benign
7,host_001,suspicious
7,host_002,benign
7,host_003,benign
7,host_004,compromised
7,host_005,benign
7,host_006,benign
7,host_007,benign
7,host_008,benign
7,host_009,benign
7,host_010,benign
7,host_011,compromised
7,host_012,benign
7,host_013,suspicious
7,host_014,benign
7,host_015,benign
7,host_016,benign
7,host_017,benign
7,host_018,benign
7,host_019,compromised
7,host_020,benign
7,host_021,compromised
7,host_022,benign
7,host_023,benign
7,host_024,benign
7,host_025,compromised
7,host_026,benign
7,host_027,compromised
7,host_028,benign
7,host_029,benign
7,host_030,benign
7,host_031,compromised
7,host_032,benign
7,host_033,benign
7,host_034,benign
7,host_035,benign
7,host_036,compromised
7,host_037,benign
7,host_038,compromised
7,host_039,benign
7,host_040,benign
7,host_041,benign
7,host_042,benign
7,host_043,benign
7,host_044,benign
7,host_045,benign
7,host_046,benign
7,host_047,compromised
7,host_048,benign
7,host_049,compromised
8,host_000,benign
8,host_001,suspicious
8,host_002,benign
8,host_003,benign
8,host_004,compromised
8,host_005,benign
8,host_006,benign
8,host_007,benign
8,host_008,benign
8,host_009,benign
8,host_010,benign
8,host_011,compromised
8,host_012,benign
8,host_013,compromised
8,host_014,benign
8,host_015,benign
8,host_016,benign
8,host_017,benign
8,host_018,benign
8,host_019,compromised
8,host_020,benign
8,host_021,compromised
8,host_022,benign
8,host_023,benign
8,host_024,benign
8,host_025,compromised
8,host_026,benign
8,host_027,compromised
8,host_028,benign
8,host_029,benign
8,host_030,benign
8,host_031,compromised
8,host_032,benign
8,host_033,benign
8,host_034,benign
8,host_035,benign
8,host_036,compromised
8,host_037,benign
8,host_038,compromised
8,host_039,benign
8,host_040,benign
8,host_041,benign
8,host_042,benign
8,host_043,benign
8,host_044,benign
8,host_045,benign
8,host_046,benign
8,host_047,compromised
8,host_048,benign
8,host_049,compromised
9,host_000,benign
9,host_001,suspicious
9,host_002,benign
9,host_003,benign
9,host_004,compromised
9,host_005,benign
9,host_006,benign
9,host_007,benign
9,host_008,benign
9,host_009,benign
9,host_010,benign
9,host_011,compromised
9,host_012,benign
9,host_013,compromised
9,host_014,benign
9,host_015,benign
9,host_016,benign
9,host_017,benign
9,host_018,benign
9,host_019,compromised
9,host_020,benign
9,host_021,compromised
9,host_022,benign
9,host_023,benign
9,host_024,benign
9,host_025,compromised
9,host_026,benign
9,host_027,compromised
9,host_028,benign
9,host_029,benign
9,host_030,benign
9,host_031,compromised
9,host_032,benign
9,host_033,benign
9,host_034,benign
9,host_035,benign
9,host_036,compromised
9,host_037,benign
9,host_038,compromised
9,host_039,benign
9,host_040,benign
9,host_041,benign
9,host_042,benign
9,host_043,benign
9,host_044,benign
9,host_045,benign
9,host_046,benign
9,host_047,compromised
9,host_048,benign
9,host_049,compromised
10,host_000,benign
10,host_001,suspicious
10,host_002,benign
10,host_003,benign
10,host_004,compromised
10,host_005,benign
10,host_006,benign
10,host_007,benign
10,host_008,suspicious
10,host_009,benign
10,host_010,benign
10,host_011,compromised
10,host_012,benign
10,host_013,compromised
10,host_014,benign
10,host_015,benign
10,host_016,benign
10,host_017,benign
10,host_018,benign
10,host_019,compromised
10,host_020,benign
10,host_021,compromised
10,host_022,benign
10,host_023,benign
10,host_024,benign
10,host_025,compromised
10,host_026,benign
10,host_027,compromised
10,host_028,benign
10,host_029,benign
10,host_030,benign
10,host_031,compromised
10,host_032,benign
10,host_033,benign
10,host_034,benign
10,host_035,suspicious
10,host_036,compromised
10,host_037,benign
10,host_038,compromised
10,host_039,benign
10,host_040,benign
10,host_041,benign
10,host_042,benign
10,host_043,benign
10,host_044,suspicious
10,host_045,suspicious
10,host_046,benign
10,host_047,compromised
10,host_048,benign
10,host_049,compromised
11,host_000,benign
11,host_001,suspicious
11,host_002,benign
11,host_003,benign
11,host_004,compromised
11,host_005,benign
11,host_006,benign
11,host_007,benign
11,host_008,suspicious
11,host_009,benign
11,host_010,benign
11,host_011,compromised
11,host_012,benign
11,host_013,compromised
11,host_014,benign
11,host_015,benign
11,host_016,benign
11,host_017,benign
11,host_018,benign
11,host_019,compromised
11,host_020,benign
11,host_021,compromised
11,host_022,benign
11,host_023,benign
11,host_024,benign
11,host_025,compromised
11,host_026,benign
11,host_027,compromised
11,host_028,benign
11,host_029,benign
11,host_030,benign
11,host_031,compromised
11,host_032,benign
11,host_033,benign
11,host_034,benign
11,host_035,compromised
11,host_036,compromised
11,host_037,benign
11,host_038,compromised
11,host_039,benign
11,host_040,benign
11,host_041,benign
11,host_042,benign
11,host_043,benign
11,host_044,suspicious
11,host_045,suspicious
11,host_046,benign
11,host_047,compromised
11,host_048,benign
11,host_049,compromised
12,host_000,benign
12,host_001,suspicious
12,host_002,benign
12,host_003,benign
12,host_004,compromised
12,host_005,benign
12,host_006,benign
12,host_007,benign
12,host_008,suspicious
12,host_009,benign
12,host_010,benign
12,host_011,compromised
12,host_012,benign
12,host_013,compromised
12,host_014,benign
12,host_015,benign
12,host_016,benign
12,host_017,benign
12,host_018,benign
12,host_019,compromised
12,host_020,benign
12,host_021,compromised
12,host_022,benign
12,host_023,benign
12,host_024,benign
12,host_025,compromised
12,host_026,benign
12,host_027,compromised
12,host_028,benign
12,host_029,suspicious
12,host_030,benign
12,host_031,compromised
12,host_032,benign
12,host_033,benign
12,host_034,benign
12,host_035,compromised
12,host_036,compromised
12,host_037,benign
12,host_038,compromised
12,host_039,benign
12,host_040,benign
12,host_041,benign
12,host_042,benign
12,host_043,benign
12,host_044,suspicious
12,host_045,suspicious
12,host_046,benign
12,host_047,compromised
12,host_048,benign
12,host_049,compromised
13,host_000,benign
13,host_001,suspicious
13,host_002,benign
13,host_003,benign
13,host_004,compromised
13,host_005,benign
13,host_006,benign
13,host_007,benign
13,host_008,compromised
13,host_009,benign
13,host_010,benign
13,host_011,compromised
13,host_012,benign
13,host_013,compromised
13,host_014,benign
13,host_015,benign
13,host_016,benign
13,host_017,benign
13,host_018,benign
13,host_019,compromised
13,host_020,benign
13,host_021,compromised
13,host_022,benign
13,host_023,benign
13,host_024,suspicious
13,host_025,compromised
13,host_026,benign
13,host_027,compromised
13,host_028,benign
13,host_029,suspicious
13,host_030,benign
13,host_031,compromised
13,host_032,benign
13,host_033,benign
13,host_034,benign
13,host_035,compromised
13,host_036,compromised
13,host_037,benign
13,host_038,compromised
13,host_039,benign
13,host_040,benign
13,host_041,benign
13,host_042,benign
13,host_043,benign
13,host_044,suspicious
13,host_045,suspicious
13,host_046,benign
13,host_047,compromised
13,host_048,benign
13,host_049,compromised
14,host_000,benign
14,host_001,suspicious
14,host_002,benign
14,host_003,benign
14,host_004,compromised
14,host_005,benign
14,host_006,benign
14,host_007,benign
14,host_008,compromised
14,host_009,benign
14,host_010,benign
14,host_011,compromised
14,host_012,benign
14,host_013,compromised
14,host_014,benign
14,host_015,benign
14,host_016,benign
14,host_017,benign
14,host_018,benign
14,host_019,compromised
14,host_020,benign
14,host_021,compromised
14,host_022,benign
14,host_023,benign
14,host_024,suspicious
14,host_025,compromised
14,host_026,benign
14,host_027,compromised
14,host_028,benign
14,host_029,suspicious
14,host_030,benign
14,host_031,compromised
14,host_032,benign
14,host_033,benign
14,host_034,benign
14,host_035,compromised
14,host_036,compromised
14,host_037,benign
14,host_038,compromised
14,host_039,benign
14,host_040,benign
14,host_041,benign
14,host_042,benign
14,host_043,benign
14,host_044,suspicious
14,host_045,suspicious
14,host_046,benign
14,host_047,compromised
14,host_048,benign
14,host_049,compromised
15,host_000,benign
15,host_001,suspicious
15,host_002,benign
15,host_003,benign
15,host_004,compromised
15,host_005,benign
15,host_006,benign
15,host_007,benign
15,host_008,compromised
15,host_009,benign
15,host_010,benign
15,host_011,compromised
15,host_012,benign
15,host_013,compromised
15,host_014,benign
15,host_015,benign
15,host_016,benign
15,host_017,benign
15,host_018,benign
15,host_019,compromised
15,host_020,benign
15,host_021,compromised
15,host_022,suspicious
15,host_023,benign
15,host_024,suspicious
15,host_025,compromised
15,host_026,benign
15,host_027,compromised
15,host_028,benign
15,host_029,compromised
15,host_030,benign
15,host_031,compromised
15,host_032,suspicious
15,host_033,benign
15,host_034,benign
15,host_035,compromised
15,host_036,compromised
15,host_037,benign
15,host_038,compromised
15,host_039,benign
15,host_040,benign
15,host_041,benign
15,host_042,benign
15,host_043,benign
15,host_044,suspicious
15,host_045,suspicious
15,host_046,benign
15,host_047,compromised
15,host_048,benign
15,host_049,compromised
16,host_000,benign
16,host_001,suspicious
16,host_002,benign
16,host_003,benign
16,host_004,compromised
16,host_005,benign
16,host_006,benign
16,host_007,benign
16,host_008,compromised
16,host_009,benign
16,host_010,benign
16,host_011,compromised
16,host_012,benign
16,host_013,compromised
16,host_014,benign
16,host_015,benign
16,host_016,benign
16,host_017,benign
16,host_018,benign
16,host_019,compromised
16,host_020,benign
16,host_021,compromised
16,host_022,suspicious
16,host_023,benign
16,host_024,suspicious
16,host_025,compromised
16,host_026,benign
16,host_027,compromised
16,host_028,benign
16,host_029,compromised
16,host_030,benign
16,host_031,compromised
16,host_032,compromised
16,host_033,benign
16,host_034,benign
16,host_035,compromised
16,host_036,compromised
16,host_037,benign
16,host_038,compromised
16,host_039,suspicious
16,host_040,benign
16,host_041,benign
16,host_042,benign
16,host_043,benign
16,host_044,suspicious
16,host_045,suspicious
16,host_046,benign
16,host_047,compromised
16,host_048,benign
16,host_049,compromised
17,host_000,benign
17,host_001,suspicious
17,host_002,suspicious
17,host_003,benign
17,host_004,compromised
17,host_005,benign
17,host_006,suspicious
17,host_007,benign
17,host_008,compromised
17,host_009,benign
17,host_010,benign
17,host_011,compromised
17,host_012,benign
17,host_013,compromised
17,host_014,benign
17,host_015,benign
17,host_016,benign
17,host_017,benign
17,host_018,benign
17,host_019,compromised
17,host_020,benign
17,host_021,compromised
17,host_022,suspicious
17,host_023,benign
17,host_024,suspicious
17,host_025,compromised
17,host_026,benign
17,host_027,compromised
17,host_028,benign
17,host_029,compromised
17,host_030,benign
17,host_031,compromised
17,host_032,compromised
17,host_033,benign
17,host_034,benign
17,host_035,compromised
17,host_036,compromised
17,host_037,benign
17,host_038,compromised
17,host_039,suspicious
17,host_040,benign
17,host_041,benign
17,host_042,benign
17,host_043,benign
17,host_044,suspicious
17,host_045,compromised
17,host_046,benign
17,host_047,compromised
17,host_048,benign
17,host_049,compromised
18,host_000,benign
18,host_001,suspicious
18,host_002,suspicious
18,host_003,benign
18,host_004,compromised
18,host_005,benign
18,host_006,suspicious
18,host_007,suspicious
18,host_008,compromised
18,host_009,benign
18,host_010,benign
18,host_011,compromised
18,host_012,benign
18,host_013,compromised
18,host_014,benign
18,host_015,benign
18,host_016,benign
18,host_017,benign
18,host_018,benign
18,host_019,compromised
18,host_020,benign
18,host_021,compromised
18,host_022,suspicious
18,host_023,benign
18,host_024,suspicious
18,host_025,compromised
18,host_026,benign
18,host_027,compromised
18,host_028,benign
18,host_029,compromised
18,host_030,benign
18,host_031,compromised
18,host_032,compromised
18,host_033,benign
18,host_034,benign
18,host_035,compromised
18,host_036,compromised
18,host_037,benign
18,host_038,compromised
18,host_039,suspicious
18,host_040,benign
18,host_041,benign
18,host_042,benign
18,host_043,benign
18,host_044,suspicious
18,host_045,compromised
18,host_046,benign
18,host_047,compromised
18,host_048,benign
18,host_049,compromised
19,host_000,benign
19,host_001,suspicious
19,host_002,suspicious
19,host_003,benign
19,host_004,compromised
19,host_005,benign
19,host_006,suspicious
19,host_007,compromised
19,host_008,compromised
19,host_009,benign
19,host_010,benign
19,host_011,compromised
19,host_012,benign
19,host_013,compromised
19,host_014,benign
19,host_015,benign
19,host_016,benign
19,host_017,benign
19,host_018,suspicious
19,host_019,compromised
19,host_020,benign
19,host_021,compromised
19,host_022,compromised
19,host_023,benign
19,host_024,suspicious
19,host_025,compromised
19,host_026,benign
19,host_027,compromised
19,host_028,benign
19,host_029,compromised
19,host_030,benign
19,host_031,compromised
19,host_032,compromised
19,host_033,benign
19,host_034,benign
19,host_035,compromised
19,host_036,compromised
19,host_037,benign
19,host_038,compromised
19,host_039,compromised
19,host_040,benign
19,host_041,benign
19,host_042,benign
19,host_043,benign
19,host_044,suspicious
19,host_045,compromised
19,host_046,benign
19,host_047,compromised
19,host_048,benign
19,host_049,compromised
20,host_000,benign
20,host_001,suspicious
20,host_002,suspicious
20,host_003,benign
20,host_004,compromised
20,host_005,benign
20,host_006,suspicious
20,host_007,compromised
20,host_008,compromised
20,host_009,benign
20,host_010,benign
20,host_011,compromised
20,host_012,benign
20,host_013,compromised
20,host_014,benign
20,host_015,benign
20,host_016,benign
20,host_017,benign
20,host_018,suspicious
20,host_019,compromised
20,host_020,benign
20,host_021,compromised
20,host_022,compromised
20,host_023,benign
20,host_024,suspicious
20,host_025,compromised
20,host_026,benign
20,host_027,compromised
20,host_028,benign
20,host_029,compromised
20,host_030,benign
20,host_031,compromised
20,host_032,compromised
20,host_033,benign
20,host_034,benign
20,host_035,compromised
20,host_036,compromised
20,host_037,benign
20,host_038,compromised
20,host_039,compromised
20,host_040,benign
20,host_041,benign
20,host_042,suspicious
20,host_043,benign
20,host_044,compromised
20,host_045,compromised
20,host_046,suspicious
20,host_047,compromised
20,host_048,benign
20,host_049,compromised
21,host_000,benign
21,host_001,suspicious
21,host_002,suspicious
21,host_003,benign
21,host_004,compromised
21,host_005,benign
21,host_006,suspicious
21,host_007,compromised
21,host_008,compromised
21,host_009,benign
21,host_010,benign
21,host_011,compromised
21,host_012,benign
21,host_013,compromised
21,host_014,benign
21,host_015,benign
21,host_016,benign
21,host_017,benign
21,host_018,suspicious
21,host_019,compromised
21,host_020,benign
21,host_021,compromised
21,host_022,compromised
21,host_023,benign
21,host_024,suspicious
21,host_025,compromised
21,host_026,benign
21,host_027,compromised
21,host_028,benign
21,host_029,compromised
21,host_030,benign
21,host_031,compromised
21,host_032,compromised
21,host_033,benign
21,host_034,benign
21,host_035,compromised
21,host_036,compromised
21,host_037,benign
21,host_038,compromised
21,host_039,compromised
21,host_040,benign
21,host_041,suspicious
21,host_042,suspicious
21,host_043,benign
21,host_044,compromised
21,host_045,compromised
21,host_046,suspicious
21,host_047,compromised
21,host_048,suspicious
21,host_049,compromised
22,host_000,benign
22,host_001,suspicious
22,host_002,compromised
22,host_003,benign
22,host_004,compromised
22,host_005,benign
22,host_006,suspicious
22,host_007,compromised
22,host_008,compromised
22,host_009,benign
22,host_010,benign
22,host_011,compromised
22,host_012,benign
22,host_013,compromised
22,host_014,suspicious
22,host_015,suspicious
22,host_016,benign
22,host_017,benign
22,host_018,suspicious
22,host_019,compromised
22,host_020,benign
22,host_021,compromised
22,host_022,compromised
22,host_023,benign
22,host_024,suspicious
22,host_025,compromised
22,host_026,benign
22,host_027,compromised
22,host_028,benign
22,host_029,compromised
22,host_030,benign
22,host_031,compromised
22,host_032,compromised
22,host_033,benign
22,host_034,benign
22,host_035,compromised
22,host_036,compromised
22,host_037,benign
22,host_038,compromised
22,host_039,compromised
22,host_040,benign
22,host_041,suspicious
22,host_042,suspicious
22,host_043,benign
22,host_044,compromised
22,host_045,compromised
22,host_046,suspicious
22,host_047,compromised
22,host_048,suspicious
22,host_049,compromised
23,host_000,benign
23,host_001,suspicious
23,host_002,compromised
23,host_003,benign
23,host_004,compromised
23,host_005,benign
23,host_006,suspicious
23,host_007,compromised
23,host_008,compromised
23,host_009,benign
23,host_010,benign
23,host_011,compromised
23,host_012,benign
23,host_013,compromised
23,host_014,suspicious
23,host_015,suspicious
23,host_016,benign
23,host_017,suspicious
23,host_018,suspicious
23,host_019,compromised
23,host_020,benign
23,host_021,compromised
23,host_022,compromised
23,host_023,benign
23,host_024,suspicious
23,host_025,compromised
23,host_026,benign
23,host_027,compromised
23,host_028,benign
23,host_029,compromised
23,host_030,benign
23,host_031,compromised
23,host_032,compromised
23,host_033,benign
23,host_034,benign
23,host_035,compromised
23,host_036,compromised
23,host_037,benign
23,host_038,compromised
23,host_039,compromised
23,host_040,benign
23,host_041,suspicious
23,host_042,suspicious
23,host_043,benign
23,host_044,compromised
23,host_045,compromised
23,host_046,suspicious
23,host_047,compromised
23,host_048,suspicious
23,host_049,compromised
24,host_000,benign
24,host_001,suspicious
24,host_002,compromised
24,host_003,benign
24,host_004,compromised
24,host_005,benign
24,host_006,suspicious
24,host_007,compromised
24,host_008,compromised
24,host_009,benign
24,host_010,benign
24,host_011,compromised
24,host_012,benign
24,host_013,compromised
24,host_014,suspicious
24,host_015,suspicious
24,host_016,benign
24,host_017,suspicious
24,host_018,suspicious
24,host_019,compromised
24,host_020,benign
24,host_021,compromised
24,host_022,compromised
24,host_023,benign
24,host_024,suspicious
24,host_025,compromised
24,host_026,benign
24,host_027,compromised
24,host_028,suspicious
24,host_029,compromised
24,host_030,benign
24,host_031,compromised
24,host_032,compromised
24,host_033,benign
24,host_034,benign
24,host_035,compromised
24,host_036,compromised
24,host_037,benign
24,host_038,compromised
24,host_039,compromised
24,host_040,benign
24,host_041,suspicious
24,host_042,suspicious
24,host_043,benign
24,host_044,compromised
24,host_045,compromised
24,host_046,compromised
24,host_047,compromised
24,host_048,suspicious
24,host_049,compromised
25,host_000,benign
25,host_001,suspicious
25,host_002,compromised
25,host_003,benign
25,host_004,compromised
25,host_005,benign
25,host_006,suspicious
25,host_007,compromised
25,host_008,compromised
25,host_009,benign
25,host_010,benign
25,host_011,compromised
25,host_012,benign
25,host_013,compromised
25,host_014,compromised
25,host_015,suspicious
25,host_016,benign
25,host_017,suspicious
25,host_018,suspicious
25,host_019,compromised
25,host_020,benign
25,host_021,compromised
25,host_022,compromised
25,host_023,benign
25,host_024,suspicious
25,host_025,compromised
25,host_026,benign
25,host_027,compromised
25,host_028,suspicious
25,host_029,compromised
25,host_030,benign
25,host_031,compromised
25,host_032,compromised
25,host_033,benign
25,host_034,benign
25,host_035,compromised
25,host_036,compromised
25,host_037,benign
25,host_038,compromised
25,host_039,compromised
25,host_040,benign
25,host_041,suspicious
25,host_042,suspicious
25,host_043,benign
25,host_044,compromised
25,host_045,compromised
25,host_046,compromised
25,host_047,compromised
25,host_048,suspicious
25,host_049,compromised
26,host_000,benign
26,host_001,suspicious
26,host_002,compromised
26,host_003,benign
26,host_004,compromised
26,host_005,benign
26,host_006,suspicious
26,host_007,compromised
26,host_008,compromised
26,host_009,benign
26,host_010,benign
26,host_011,compromised
26,host_012,benign
26,host_013,compromised
26,host_014,compromised
26,host_015,suspicious
26,host_016,benign
26,host_017,suspicious
26,host_018,suspicious
26,host_019,compromised
26,host_020,benign
26,host_021,compromised
26,host_022,compromised
26,host_023,benign
26,host_024,compromised
26,host_025,compromised
26,host_026,benign
26,host_027,compromised
26,host_028,suspicious
26,host_029,compromised
26,host_030,benign
26,host_031,compromised
26,host_032,compromised
26,host_033,benign
26,host_034,benign
26,host_035,compromised
26,host_036,compromised
26,host_037,benign
26,host_038,compromised
26,host_039,compromised
26,host_040,benign
26,host_041,compromised
26,host_042,suspicious
26,host_043,benign
26,host_044,compromised
26,host_045,compromised
26,host_046,compromised
26,host_047,compromised
26,host_048,suspicious
26,host_049,compromised
27,host_000,benign
27,host_001,suspicious
27,host_002,compromised
27,host_003,benign
27,host_004,compromised
27,host_005,benign
27,host_006,suspicious
27,host_007,compromised
27,host_008,compromised
27,host_009,benign
27,host_010,benign
27,host_011,compromised
27,host_012,benign
27,host_013,compromised
27,host_014,compromised
27,host_015,suspicious
27,host_016,benign
27,host_017,suspicious
27,host_018,compromised
27,host_019,compromised
27,host_020,benign
27,host_021,compromised
27,host_022,compromised
27,host_023,benign
27,host_024,compromised
27,host_025,compromised
27,host_026,benign
27,host_027,compromised
27,host_028,compromised
27,host_029,compromised
27,host_030,benign
27,host_031,compromised
27,host_032,compromised
27,host_033,benign
27,host_034,benign
27,host_035,compromised
27,host_036,compromised
27,host_037,benign
27,host_038,compromised
27,host_039,compromised
27,host_040,benign
27,host_041,compromised
27,host_042,suspicious
27,host_043,benign
27,host_044,compromised
27,host_045,compromised
27,host_046,compromised
27,host_047,compromised
27,host_048,suspicious
27,host_049,compromised
28,host_000,benign
28,host_001,suspicious
28,host_002,compromised
28,host_003,benign
28,host_004,compromised
28,host_005,benign
28,host_006,suspicious
28,host_007,compromised
28,host_008,compromised
28,host_009,benign
28,host_010,benign
28,host_011,compromised
28,host_012,suspicious
28,host_013,compromised
28,host_014,compromised
28,host_015,suspicious
28,host_016,benign
28,host_017,suspicious
28,host_018,compromised
28,host_019,compromised
28,host_020,benign
28,host_021,compromised
28,host_022,compromised
28,host_023,benign
28,host_024,compromised
28,host_025,compromised
28,host_026,benign
28,host_027,compromised
28,host_028,compromised
28,host_029,compromised
28,host_030,benign
28,host_031,compromised
28,host_032,compromised
28,host_033,benign
28,host_034,benign
28,host_035,compromised
28,host_036,compromised
28,host_037,benign
28,host_038,compromised
28,host_039,compromised
28,host_040,benign
28,host_041,compromised
28,host_042,suspicious
28,host_043,benign
28,host_044,compromised
28,host_045,compromised
28,host_046,compromised
28,host_047,compromised
28,host_048,compromised
28,host_049,compromised
29,host_000,benign
29,host_001,suspicious
29,host_002,compromised
29,host_003,benign
29,host_004,compromised
29,host_005,benign
29,host_006,suspicious
29,host_007,compromised
29,host_008,compromised
29,host_009,benign
29,host_010,benign
29,host_011,compromised
29,host_012,suspicious
29,host_013,compromised
29,host_014,compromised
29,host_015,suspicious
29,host_016,benign
