event_id,time,host_id,event_type,event_score,source_state,is_true_signal,generated_time,delivery_time,impairment_mode,impairment_status,is_delivered,is_synthetic_flood,parent_event_id
event_000004,0,host_049,auth_alert,0.6435214279436698,compromised,True,0,0,alert_flood,delivered,True,False,
flood_event_001685,1,host_003,low_value_network_alert,0.05726113522089504,benign,False,1,1,alert_flood,synthetic_flood,True,True,
flood_event_003502,1,host_003,low_value_network_alert,0.14089234563283937,benign,False,1,1,alert_flood,synthetic_flood,True,True,
flood_event_010020,1,host_003,low_value_network_alert,0.07043338489441174,benign,False,1,1,alert_flood,synthetic_flood,True,True,
event_000005,1,host_004,endpoint_alert,0.8124987210832572,compromised,True,1,1,alert_flood,delivered,True,False,
flood_event_005359,1,host_004,low_value_network_alert,0.16278310531687465,benign,False,1,1,alert_flood,synthetic_flood,True,True,
flood_event_011543,1,host_005,low_value_network_alert,0.19460474209584464,benign,False,1,1,alert_flood,synthetic_flood,True,True,
flood_event_010311,1,host_006,low_value_network_alert,0.186752817800803,benign,False,1,1,alert_flood,synthetic_flood,True,True,
event_000006,1,host_021,auth_alert,0.6342181870947439,compromised,True,1,1,alert_flood,delivered,True,False,
flood_event_003873,1,host_022,low_value_network_alert,0.1789232060247318,benign,False,1,1,alert_flood,synthetic_flood,True,True,
flood_event_007795,1,host_022,low_value_network_alert,0.0505659873433173,benign,False,1,1,alert_flood,synthetic_flood,True,True,
flood_event_005221,1,host_023,low_value_network_alert,0.17375924546752122,benign,False,1,1,alert_flood,synthetic_flood,True,True,
flood_event_008487,1,host_023,low_value_network_alert,0.07989613780017012,benign,False,1,1,alert_flood,synthetic_flood,True,True,
flood_event_007693,1,host_027,low_value_network_alert,0.09302765435297161,benign,False,1,1,alert_flood,synthetic_flood,True,True,
flood_event_008657,1,host_029,low_value_network_alert,0.22809346143074757,benign,False,1,1,alert_flood,synthetic_flood,True,True,
event_000007,1,host_031,endpoint_alert,0.6333069693401183,compromised,True,1,1,alert_flood,delivered,True,False,
flood_event_006700,1,host_032,low_value_network_alert,0.1432482684582753,benign,False,1,1,alert_flood,synthetic_flood,True,True,
event_000008,1,host_036,network_alert,0.8959253435070019,compromised,True,1,1,alert_flood,delivered,True,False,
flood_event_002873,1,host_038,low_value_network_alert,0.24079563645341684,benign,False,1,1,alert_flood,synthetic_flood,True,True,
flood_event_005360,1,host_038,low_value_network_alert,0.10587666795677074,benign,False,1,1,alert_flood,synthetic_flood,True,True,
flood_event_011256,1,host_040,low_value_network_alert,0.20862875165074424,benign,False,1,1,alert_flood,synthetic_flood,True,True,
flood_event_007251,1,host_046,low_value_network_alert,0.22860815771440035,benign,False,1,1,alert_flood,synthetic_flood,True,True,
flood_event_000478,1,host_048,low_value_network_alert,0.15353230425754583,benign,False,1,1,alert_flood,synthetic_flood,True,True,
flood_event_004374,1,host_048,low_value_network_alert,0.1590758553143815,benign,False,1,1,alert_flood,synthetic_flood,True,True,
flood_event_000193,2,host_000,low_value_network_alert,0.24023893200076823,benign,False,2,2,alert_flood,synthetic_flood,True,True,
flood_event_007470,2,host_001,low_value_network_alert,0.2332892205181889,benign,False,2,2,alert_flood,synthetic_flood,True,True,
event_000009,2,host_004,endpoint_alert,0.6158133860675191,compromised,True,2,2,alert_flood,delivered,True,False,
flood_event_000211,2,host_004,low_value_network_alert,0.060331583402879786,benign,False,2,2,alert_flood,synthetic_flood,True,True,
flood_event_000095,2,host_005,low_value_network_alert,0.09819411500113695,benign,False,2,2,alert_flood,synthetic_flood,True,True,
flood_event_009896,2,host_005,low_value_network_alert,0.06560897040147076,benign,False,2,2,alert_flood,synthetic_flood,True,True,
flood_event_008908,2,host_006,low_value_network_alert,0.0972134242417243,benign,False,2,2,alert_flood,synthetic_flood,True,True,
flood_event_005875,2,host_009,low_value_network_alert,0.07288899752447223,benign,False,2,2,alert_flood,synthetic_flood,True,True,
flood_event_003874,2,host_011,low_value_network_alert,0.21236936922973704,benign,False,2,2,alert_flood,synthetic_flood,True,True,
flood_event_000697,2,host_015,low_value_network_alert,0.08115153419491589,benign,False,2,2,alert_flood,synthetic_flood,True,True,
flood_event_003242,2,host_016,low_value_network_alert,0.2277007533579687,benign,False,2,2,alert_flood,synthetic_flood,True,True,
event_000010,2,host_019,endpoint_alert,0.49628279774180833,suspicious,True,2,2,alert_flood,delivered,True,False,
flood_event_000309,2,host_019,low_value_network_alert,0.058189392057143956,benign,False,2,2,alert_flood,synthetic_flood,True,True,
flood_event_009542,2,host_020,low_value_network_alert,0.1196546675355914,benign,False,2,2,alert_flood,synthetic_flood,True,True,
event_000011,2,host_021,endpoint_alert,0.7014507519749196,compromised,True,2,2,alert_flood,delivered,True,False,
flood_event_001557,2,host_026,low_value_network_alert,0.17648924693815726,benign,False,2,2,alert_flood,synthetic_flood,True,True,
flood_event_006198,2,host_027,low_value_network_alert,0.12492920391004408,benign,False,2,2,alert_flood,synthetic_flood,True,True,
flood_event_001801,2,host_029,low_value_network_alert,0.09400966409532158,benign,False,2,2,alert_flood,synthetic_flood,True,True,
flood_event_005603,2,host_029,low_value_network_alert,0.17909650197155114,benign,False,2,2,alert_flood,synthetic_flood,True,True,
flood_event_000804,2,host_035,low_value_network_alert,0.13650311864847323,benign,False,2,2,alert_flood,synthetic_flood,True,True,
event_000012,2,host_036,network_alert,0.6874813165400547,compromised,True,2,2,alert_flood,delivered,True,False,
flood_event_000225,2,host_036,low_value_network_alert,0.22682914227336345,benign,False,2,2,alert_flood,synthetic_flood,True,True,
flood_event_001324,2,host_041,low_value_network_alert,0.2192686033979939,benign,False,2,2,alert_flood,synthetic_flood,True,True,
flood_event_001514,2,host_044,low_value_network_alert,0.12559773463944676,benign,False,2,2,alert_flood,synthetic_flood,True,True,
flood_event_001630,2,host_045,low_value_network_alert,0.18922327152260257,benign,False,2,2,alert_flood,synthetic_flood,True,True,
flood_event_004867,2,host_045,low_value_network_alert,0.16795104777612124,benign,False,2,2,alert_flood,synthetic_flood,True,True,
flood_event_002345,2,host_046,low_value_network_alert,0.09891256865717464,benign,False,2,2,alert_flood,synthetic_flood,True,True,
flood_event_005907,2,host_046,low_value_network_alert,0.19487107474999363,benign,False,2,2,alert_flood,synthetic_flood,True,True,
flood_event_006533,2,host_048,low_value_network_alert,0.21547577091212844,benign,False,2,2,alert_flood,synthetic_flood,True,True,
event_000013,2,host_049,endpoint_alert,0.9771027143412181,compromised,True,2,2,alert_flood,delivered,True,False,
flood_event_000600,3,host_001,low_value_network_alert,0.1601817536980806,benign,False,3,3,alert_flood,synthetic_flood,True,True,
flood_event_001221,3,host_002,low_value_network_alert,0.1578875517328779,benign,False,3,3,alert_flood,synthetic_flood,True,True,
event_000014,3,host_004,endpoint_alert,0.8933647242021754,compromised,True,3,3,alert_flood,delivered,True,False,
flood_event_004946,3,host_004,low_value_network_alert,0.22953244208682094,benign,False,3,3,alert_flood,synthetic_flood,True,True,
flood_event_005395,3,host_005,low_value_network_alert,0.21325795404979758,benign,False,3,3,alert_flood,synthetic_flood,True,True,
flood_event_004620,3,host_011,low_value_network_alert,0.14872728171284946,benign,False,3,3,alert_flood,synthetic_flood,True,True,
flood_event_005868,3,host_015,low_value_network_alert,0.2117682282399368,benign,False,3,3,alert_flood,synthetic_flood,True,True,
flood_event_000116,3,host_016,low_value_network_alert,0.1692085106468746,benign,False,3,3,alert_flood,synthetic_flood,True,True,
flood_event_005350,3,host_017,low_value_network_alert,0.13153884852223982,benign,False,3,3,alert_flood,synthetic_flood,True,True,
flood_event_007930,3,host_018,low_value_network_alert,0.22631380060986284,benign,False,3,3,alert_flood,synthetic_flood,True,True,
flood_event_008626,3,host_023,low_value_network_alert,0.09051324057983189,benign,False,3,3,alert_flood,synthetic_flood,True,True,
event_000015,3,host_024,auth_alert,0.08954666533595632,benign,False,3,3,alert_flood,delivered,True,False,
flood_event_006302,3,host_027,low_value_network_alert,0.20098589015795976,benign,False,3,3,alert_flood,synthetic_flood,True,True,
flood_event_011562,3,host_030,low_value_network_alert,0.09820689114473834,benign,False,3,3,alert_flood,synthetic_flood,True,True,
flood_event_001997,3,host_032,low_value_network_alert,0.05282531498197092,benign,False,3,3,alert_flood,synthetic_flood,True,True,
flood_event_007921,3,host_035,low_value_network_alert,0.06671655640291803,benign,False,3,3,alert_flood,synthetic_flood,True,True,
event_000016,3,host_038,endpoint_alert,0.8518884008501613,compromised,True,3,3,alert_flood,delivered,True,False,
flood_event_006181,3,host_038,low_value_network_alert,0.17434285119133547,benign,False,3,3,alert_flood,synthetic_flood,True,True,
flood_event_009509,3,host_038,low_value_network_alert,0.09453614777725983,benign,False,3,3,alert_flood,synthetic_flood,True,True,
flood_event_008048,3,host_040,low_value_network_alert,0.06618698078868435,benign,False,3,3,alert_flood,synthetic_flood,True,True,
flood_event_011587,3,host_042,low_value_network_alert,0.23398814602661755,benign,False,3,3,alert_flood,synthetic_flood,True,True,
flood_event_005629,3,host_046,low_value_network_alert,0.10388734224507282,benign,False,3,3,alert_flood,synthetic_flood,True,True,
flood_event_002247,3,host_047,low_value_network_alert,0.12151964204461517,benign,False,3,3,alert_flood,synthetic_flood,True,True,
flood_event_001090,3,host_048,low_value_network_alert,0.24351860519949445,benign,False,3,3,alert_flood,synthetic_flood,True,True,
event_000017,3,host_049,network_alert,0.9056571479329288,compromised,True,3,3,alert_flood,delivered,True,False,
flood_event_007206,3,host_049,low_value_network_alert,0.2042024652445548,benign,False,3,3,alert_flood,synthetic_flood,True,True,
flood_event_001172,4,host_000,low_value_network_alert,0.06327965580865491,benign,False,4,4,alert_flood,synthetic_flood,True,True,
flood_event_005039,4,host_000,low_value_network_alert,0.19275122269128547,benign,False,4,4,alert_flood,synthetic_flood,True,True,
flood_event_003908,4,host_001,low_value_network_alert,0.1818655355528505,benign,False,4,4,alert_flood,synthetic_flood,True,True,
flood_event_010900,4,host_001,low_value_network_alert,0.19629311206537525,benign,False,4,4,alert_flood,synthetic_flood,True,True,
event_000018,4,host_002,auth_alert,0.2988285844648209,benign,False,4,4,alert_flood,delivered,True,False,
flood_event_009475,4,host_003,low_value_network_alert,0.12898886698160833,benign,False,4,4,alert_flood,synthetic_flood,True,True,
event_000019,4,host_004,endpoint_alert,0.8302860118660041,compromised,True,4,4,alert_flood,delivered,True,False,
flood_event_009243,4,host_009,low_value_network_alert,0.09379806083833903,benign,False,4,4,alert_flood,synthetic_flood,True,True,
flood_event_004221,4,host_013,low_value_network_alert,0.13255097020727724,benign,False,4,4,alert_flood,synthetic_flood,True,True,
flood_event_003224,4,host_014,low_value_network_alert,0.2021254464222233,benign,False,4,4,alert_flood,synthetic_flood,True,True,
flood_event_004581,4,host_014,low_value_network_alert,0.16566169038373468,benign,False,4,4,alert_flood,synthetic_flood,True,True,
flood_event_006684,4,host_014,low_value_network_alert,0.17689335223181613,benign,False,4,4,alert_flood,synthetic_flood,True,True,
flood_event_009420,4,host_014,low_value_network_alert,0.1338396492838597,benign,False,4,4,alert_flood,synthetic_flood,True,True,
flood_event_007569,4,host_017,low_value_network_alert,0.13245362389785673,benign,False,4,4,alert_flood,synthetic_flood,True,True,
flood_event_001992,4,host_018,low_value_network_alert,0.06436697394672174,benign,False,4,4,alert_flood,synthetic_flood,True,True,
flood_event_002252,4,host_019,low_value_network_alert,0.12949481673812965,benign,False,4,4,alert_flood,synthetic_flood,True,True,
flood_event_000931,4,host_023,low_value_network_alert,0.15535464627246154,benign,False,4,4,alert_flood,synthetic_flood,True,True,
event_000020,4,host_027,auth_alert,0.308459206534576,suspicious,True,4,4,alert_flood,delivered,True,False,
flood_event_010361,4,host_027,low_value_network_alert,0.05538443971153062,benign,False,4,4,alert_flood,synthetic_flood,True,True,
flood_event_010941,4,host_028,low_value_network_alert,0.21531401136201145,benign,False,4,4,alert_flood,synthetic_flood,True,True,
flood_event_009806,4,host_029,low_value_network_alert,0.11760931413184915,benign,False,4,4,alert_flood,synthetic_flood,True,True,
event_000021,4,host_031,endpoint_alert,0.7495795735961707,compromised,True,4,4,alert_flood,delivered,True,False,
flood_event_001896,4,host_031,low_value_network_alert,0.08070433618623979,benign,False,4,4,alert_flood,synthetic_flood,True,True,
flood_event_007480,4,host_032,low_value_network_alert,0.07668401414611244,benign,False,4,4,alert_flood,synthetic_flood,True,True,
flood_event_003855,4,host_035,low_value_network_alert,0.20586833019604406,benign,False,4,4,alert_flood,synthetic_flood,True,True,
event_000022,4,host_036,auth_alert,0.6899630510196705,compromised,True,4,4,alert_flood,delivered,True,False,
flood_event_011493,4,host_036,low_value_network_alert,0.08789399671564098,benign,False,4,4,alert_flood,synthetic_flood,True,True,
event_000023,4,host_038,endpoint_alert,0.6187165655724857,compromised,True,4,4,alert_flood,delivered,True,False,
flood_event_006535,4,host_041,low_value_network_alert,0.07914677340951307,benign,False,4,4,alert_flood,synthetic_flood,True,True,
flood_event_009325,4,host_041,low_value_network_alert,0.20652020255302597,benign,False,4,4,alert_flood,synthetic_flood,True,True,
flood_event_004605,4,host_043,low_value_network_alert,0.12616194113040405,benign,False,4,4,alert_flood,synthetic_flood,True,True,
flood_event_006653,4,host_043,low_value_network_alert,0.08497207895346132,benign,False,4,4,alert_flood,synthetic_flood,True,True,
flood_event_002281,4,host_047,low_value_network_alert,0.21270530991610792,benign,False,4,4,alert_flood,synthetic_flood,True,True,
event_000024,5,host_004,endpoint_alert,0.9258774147665718,compromised,True,5,5,alert_flood,delivered,True,False,
flood_event_007183,5,host_009,low_value_network_alert,0.23352078735755577,benign,False,5,5,alert_flood,synthetic_flood,True,True,
flood_event_008513,5,host_010,low_value_network_alert,0.10310635254870748,benign,False,5,5,alert_flood,synthetic_flood,True,True,
flood_event_000200,5,host_011,low_value_network_alert,0.23368837910311085,benign,False,5,5,alert_flood,synthetic_flood,True,True,
flood_event_006069,5,host_015,low_value_network_alert,0.2029693624791641,benign,False,5,5,alert_flood,synthetic_flood,True,True,
flood_event_005236,5,host_017,low_value_network_alert,0.21699087483197513,benign,False,5,5,alert_flood,synthetic_flood,True,True,
flood_event_002483,5,host_018,low_value_network_alert,0.11365011092368066,benign,False,5,5,alert_flood,synthetic_flood,True,True,
flood_event_003335,5,host_018,low_value_network_alert,0.11413605209650386,benign,False,5,5,alert_flood,synthetic_flood,True,True,
event_000025,5,host_021,endpoint_alert,0.8034652201354012,compromised,True,5,5,alert_flood,delivered,True,False,
flood_event_004319,5,host_022,low_value_network_alert,0.05289282292039457,benign,False,5,5,alert_flood,synthetic_flood,True,True,
flood_event_007971,5,host_025,low_value_network_alert,0.19029978903683156,benign,False,5,5,alert_flood,synthetic_flood,True,True,
event_000026,5,host_027,network_alert,0.6769137453877729,compromised,True,5,5,alert_flood,delivered,True,False,
flood_event_005422,5,host_027,low_value_network_alert,0.2311641904342701,benign,False,5,5,alert_flood,synthetic_flood,True,True,
flood_event_011197,5,host_028,low_value_network_alert,0.08144570052401082,benign,False,5,5,alert_flood,synthetic_flood,True,True,
flood_event_008914,5,host_029,low_value_network_alert,0.13011348146123727,benign,False,5,5,alert_flood,synthetic_flood,True,True,
flood_event_008655,5,host_030,low_value_network_alert,0.0896543686651083,benign,False,5,5,alert_flood,synthetic_flood,True,True,
flood_event_011345,5,host_030,low_value_network_alert,0.18630579071512451,benign,False,5,5,alert_flood,synthetic_flood,True,True,
event_000027,5,host_031,auth_alert,0.8757719387431422,compromised,True,5,5,alert_flood,delivered,True,False,
flood_event_007454,5,host_033,low_value_network_alert,0.1785029053637531,benign,False,5,5,alert_flood,synthetic_flood,True,True,
flood_event_008342,5,host_033,low_value_network_alert,0.2091538279253764,benign,False,5,5,alert_flood,synthetic_flood,True,True,
flood_event_011215,5,host_033,low_value_network_alert,0.22049572353153746,benign,False,5,5,alert_flood,synthetic_flood,True,True,
flood_event_009287,5,host_039,low_value_network_alert,0.15214222667957747,benign,False,5,5,alert_flood,synthetic_flood,True,True,
flood_event_005595,5,host_040,low_value_network_alert,0.07345790288335843,benign,False,5,5,alert_flood,synthetic_flood,True,True,
flood_event_001098,5,host_045,low_value_network_alert,0.15244859422132542,benign,False,5,5,alert_flood,synthetic_flood,True,True,
flood_event_004699,5,host_048,low_value_network_alert,0.18359041828455608,benign,False,5,5,alert_flood,synthetic_flood,True,True,
event_000028,5,host_049,network_alert,0.9037129922745853,compromised,True,5,5,alert_flood,delivered,True,False,
flood_event_008193,6,host_002,low_value_network_alert,0.1245012514113728,benign,False,6,6,alert_flood,synthetic_flood,True,True,
event_000029,6,host_004,auth_alert,0.8499880483154005,compromised,True,6,6,alert_flood,delivered,True,False,
flood_event_003787,6,host_004,low_value_network_alert,0.2462367544381637,benign,False,6,6,alert_flood,synthetic_flood,True,True,
flood_event_001879,6,host_005,low_value_network_alert,0.08301572041756247,benign,False,6,6,alert_flood,synthetic_flood,True,True,
flood_event_010321,6,host_006,low_value_network_alert,0.15672070636943328,benign,False,6,6,alert_flood,synthetic_flood,True,True,
flood_event_003264,6,host_007,low_value_network_alert,0.06672107699479542,benign,False,6,6,alert_flood,synthetic_flood,True,True,
flood_event_005841,6,host_009,low_value_network_alert,0.2424671731360276,benign,False,6,6,alert_flood,synthetic_flood,True,True,
flood_event_004793,6,host_013,low_value_network_alert,0.15560960575004187,benign,False,6,6,alert_flood,synthetic_flood,True,True,
flood_event_004248,6,host_024,low_value_network_alert,0.2328655248574626,benign,False,6,6,alert_flood,synthetic_flood,True,True,
flood_event_009739,6,host_025,low_value_network_alert,0.1449181230179994,benign,False,6,6,alert_flood,synthetic_flood,True,True,
flood_event_001895,6,host_027,low_value_network_alert,0.11495412572689617,benign,False,6,6,alert_flood,synthetic_flood,True,True,
flood_event_007891,6,host_029,low_value_network_alert,0.09306340043449778,benign,False,6,6,alert_flood,synthetic_flood,True,True,
event_000030,6,host_031,endpoint_alert,0.8607166187400705,compromised,True,6,6,alert_flood,delivered,True,False,
event_000031,6,host_032,auth_alert,0.29761985335889635,benign,False,6,6,alert_flood,delivered,True,False,
flood_event_008824,6,host_035,low_value_network_alert,0.20963939726010666,benign,False,6,6,alert_flood,synthetic_flood,True,True,
event_000032,6,host_036,network_alert,0.896891733463976,compromised,True,6,6,alert_flood,delivered,True,False,
flood_event_011416,6,host_036,low_value_network_alert,0.14993894271917071,benign,False,6,6,alert_flood,synthetic_flood,True,True,
flood_event_006295,6,host_042,low_value_network_alert,0.22425172552019737,benign,False,6,6,alert_flood,synthetic_flood,True,True,
flood_event_009633,6,host_043,low_value_network_alert,0.13764622764938414,benign,False,6,6,alert_flood,synthetic_flood,True,True,
flood_event_009439,6,host_046,low_value_network_alert,0.14996465010312904,benign,False,6,6,alert_flood,synthetic_flood,True,True,
event_000033,6,host_049,auth_alert,0.8951718174630431,compromised,True,6,6,alert_flood,delivered,True,False,
flood_event_000280,6,host_049,low_value_network_alert,0.09873349081114272,benign,False,6,6,alert_flood,synthetic_flood,True,True,
flood_event_001872,6,host_049,low_value_network_alert,0.19340389455257775,benign,False,6,6,alert_flood,synthetic_flood,True,True,
flood_event_007621,6,host_049,low_value_network_alert,0.24176337785805985,benign,False,6,6,alert_flood,synthetic_flood,True,True,
flood_event_006037,7,host_001,low_value_network_alert,0.24898762856472484,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_000876,7,host_003,low_value_network_alert,0.21235047424385303,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_002420,7,host_003,low_value_network_alert,0.13499634044425618,benign,False,7,7,alert_flood,synthetic_flood,True,True,
event_000034,7,host_004,auth_alert,0.8302515675061365,compromised,True,7,7,alert_flood,delivered,True,False,
flood_event_001436,7,host_004,low_value_network_alert,0.09990963518774408,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_004974,7,host_006,low_value_network_alert,0.15977358721196253,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_005893,7,host_006,low_value_network_alert,0.11447758793994643,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_003747,7,host_010,low_value_network_alert,0.1987552366532209,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_008642,7,host_010,low_value_network_alert,0.08479200613616418,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_001570,7,host_011,low_value_network_alert,0.08460478426865939,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_004066,7,host_012,low_value_network_alert,0.21485180199095474,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_009149,7,host_012,low_value_network_alert,0.08912201645294529,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_004522,7,host_013,low_value_network_alert,0.06310552675296004,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_002548,7,host_014,low_value_network_alert,0.17869244683072197,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_011268,7,host_014,low_value_network_alert,0.1044159356548131,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_011160,7,host_015,low_value_network_alert,0.10406904526754171,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_001126,7,host_018,low_value_network_alert,0.16750389851116812,benign,False,7,7,alert_flood,synthetic_flood,True,True,
event_000035,7,host_019,network_alert,0.6589809371276145,compromised,True,7,7,alert_flood,delivered,True,False,
flood_event_001029,7,host_019,low_value_network_alert,0.060344298333278215,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_004466,7,host_019,low_value_network_alert,0.24230817409843974,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_011081,7,host_019,low_value_network_alert,0.19088370657236906,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_002127,7,host_020,low_value_network_alert,0.06413014315422212,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_005931,7,host_020,low_value_network_alert,0.21105922897806045,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_009277,7,host_020,low_value_network_alert,0.21764626338690704,benign,False,7,7,alert_flood,synthetic_flood,True,True,
event_000036,7,host_021,endpoint_alert,0.8697637849668954,compromised,True,7,7,alert_flood,delivered,True,False,
flood_event_006161,7,host_021,low_value_network_alert,0.12249837577139305,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_006604,7,host_022,low_value_network_alert,0.23074934476559694,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_010280,7,host_023,low_value_network_alert,0.21575567653423566,benign,False,7,7,alert_flood,synthetic_flood,True,True,
event_000037,7,host_025,auth_alert,0.9359753703193905,compromised,True,7,7,alert_flood,delivered,True,False,
flood_event_010331,7,host_026,low_value_network_alert,0.09854680434706974,benign,False,7,7,alert_flood,synthetic_flood,True,True,
event_000038,7,host_027,auth_alert,0.6697426269745211,compromised,True,7,7,alert_flood,delivered,True,False,
flood_event_005202,7,host_027,low_value_network_alert,0.09019404785379402,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_008440,7,host_027,low_value_network_alert,0.05763783691885982,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_004267,7,host_028,low_value_network_alert,0.09613450819785158,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_010493,7,host_028,low_value_network_alert,0.0955067866408061,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_002589,7,host_029,low_value_network_alert,0.1556628791136511,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_003954,7,host_029,low_value_network_alert,0.1224347351658681,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_006538,7,host_029,low_value_network_alert,0.20633982018214225,benign,False,7,7,alert_flood,synthetic_flood,True,True,
event_000039,7,host_031,endpoint_alert,0.6551494967727188,compromised,True,7,7,alert_flood,delivered,True,False,
flood_event_003673,7,host_034,low_value_network_alert,0.14534685107577158,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_011248,7,host_035,low_value_network_alert,0.18522999183358396,benign,False,7,7,alert_flood,synthetic_flood,True,True,
event_000040,7,host_036,network_alert,0.656406816169622,compromised,True,7,7,alert_flood,delivered,True,False,
flood_event_006972,7,host_036,low_value_network_alert,0.20827634792897018,benign,False,7,7,alert_flood,synthetic_flood,True,True,
event_000041,7,host_038,endpoint_alert,0.6453026599551429,compromised,True,7,7,alert_flood,delivered,True,False,
flood_event_004420,7,host_038,low_value_network_alert,0.0774792898630553,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_004015,7,host_039,low_value_network_alert,0.12296677174469661,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_009452,7,host_040,low_value_network_alert,0.21448679088560757,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_011118,7,host_041,low_value_network_alert,0.07793894221690104,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_011422,7,host_041,low_value_network_alert,0.1857915341270787,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_002771,7,host_044,low_value_network_alert,0.16997828513545898,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_003323,7,host_045,low_value_network_alert,0.05514075431505486,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_004415,7,host_045,low_value_network_alert,0.16112437623838366,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_005060,7,host_045,low_value_network_alert,0.09489729560550259,benign,False,7,7,alert_flood,synthetic_flood,True,True,
flood_event_010140,7,host_045,low_value_network_alert,0.15720998966458483,benign,False,7,7,alert_flood,synthetic_flood,True,True,
