event_id,time,host_id,event_type,event_score,source_state,is_true_signal
event_000076,11,host_025,endpoint_alert,0.7961133644777026,compromised,True
event_000077,11,host_027,auth_alert,0.7461116636361727,compromised,True
event_000078,11,host_031,endpoint_alert,0.7583116605662762,compromised,True
event_000079,11,host_032,auth_alert,0.3088293691222634,benign,False
event_000080,11,host_033,endpoint_alert,0.19685060195216242,benign,False
event_000081,11,host_035,network_alert,0.9196574083616834,compromised,True
event_000082,11,host_036,endpoint_alert,0.6921434841507664,compromised,True
event_000083,11,host_045,auth_alert,0.3552821486554123,suspicious,True
event_000084,11,host_047,auth_alert,0.6118877349026249,compromised,True
event_000085,11,host_049,endpoint_alert,0.8163005791636572,compromised,True
event_000086,12,host_002,network_alert,0.2357357259280922,benign,False
event_000087,12,host_011,network_alert,0.7209916647748147,compromised,True
event_000088,12,host_013,endpoint_alert,0.7573299156399098,compromised,True
event_000089,12,host_018,auth_alert,0.26755499625526064,benign,False
event_000090,12,host_021,network_alert,0.8256556082508101,compromised,True
event_000091,12,host_025,endpoint_alert,0.97687430085291,compromised,True
event_000092,12,host_026,auth_alert,0.34792537457915196,benign,False
event_000093,12,host_027,auth_alert,0.9409748359065556,compromised,True
event_000094,12,host_031,auth_alert,0.8259356913785284,compromised,True
event_000095,12,host_035,endpoint_alert,0.6878866050810039,compromised,True
event_000096,12,host_038,endpoint_alert,0.7505432700225145,compromised,True
event_000097,12,host_046,network_alert,0.20606902011379816,benign,False
event_000098,12,host_047,auth_alert,0.938069440236651,compromised,True
event_000099,13,host_011,network_alert,0.8778316711280623,compromised,True
event_000100,13,host_013,auth_alert,0.9435098505336552,compromised,True
event_000101,13,host_019,network_alert,0.7433149785351586,compromised,True
event_000102,13,host_025,endpoint_alert,0.8286744072297292,compromised,True
event_000103,13,host_027,auth_alert,0.7433382734955415,compromised,True
event_000104,13,host_029,auth_alert,0.5738248293574708,suspicious,True
event_000105,13,host_036,endpoint_alert,0.6705911312510131,compromised,True
event_000106,13,host_038,endpoint_alert,0.617165784455982,compromised,True
event_000107,14,host_004,endpoint_alert,0.6368515977080821,compromised,True
event_000108,14,host_008,endpoint_alert,0.660918569493258,compromised,True
event_000109,14,host_013,endpoint_alert,0.8888056892627332,compromised,True
event_000110,14,host_019,endpoint_alert,0.9216618437058236,compromised,True
event_000111,14,host_021,endpoint_alert,0.6931984097488196,compromised,True
event_000112,14,host_025,endpoint_alert,0.6943944334689476,compromised,True
event_000113,14,host_027,network_alert,0.9374357548701203,compromised,True
event_000114,14,host_031,endpoint_alert,0.7651339721851224,compromised,True
event_000115,14,host_035,network_alert,0.6621592135298418,compromised,True
event_000116,14,host_036,endpoint_alert,0.6962101503281085,compromised,True
event_000117,14,host_038,network_alert,0.722182536763286,compromised,True
event_000118,14,host_047,auth_alert,0.9498530261439557,compromised,True
event_000119,14,host_049,endpoint_alert,0.901893671588436,compromised,True
event_000120,15,host_007,network_alert,0.13426891578924655,benign,False
event_000121,15,host_008,endpoint_alert,0.6490314217291758,compromised,True
event_000122,15,host_011,network_alert,0.7212794679510666,compromised,True
event_000123,15,host_013,endpoint_alert,0.8278842355520764,compromised,True
event_000124,15,host_021,network_alert,0.8848550751906896,compromised,True
event_000125,15,host_025,network_alert,0.7392074856514838,compromised,True
event_000126,15,host_027,endpoint_alert,0.8735173633081875,compromised,True
event_000127,15,host_031,endpoint_alert,0.755099533927785,compromised,True
event_000128,15,host_038,endpoint_alert,0.6751677419584948,compromised,True
event_000129,15,host_045,auth_alert,0.5698946189397112,suspicious,True
event_000130,15,host_047,endpoint_alert,0.8665286184725043,compromised,True
event_000131,15,host_049,endpoint_alert,0.8376816996272958,compromised,True
event_000132,16,host_004,endpoint_alert,0.9325408930625544,compromised,True
event_000133,16,host_011,endpoint_alert,0.7269622814443271,compromised,True
event_000134,16,host_021,endpoint_alert,0.8450312938565303,compromised,True
event_000135,16,host_025,endpoint_alert,0.9101012863660758,compromised,True
event_000136,16,host_027,auth_alert,0.7277293880411619,compromised,True
event_000137,16,host_032,endpoint_alert,0.979471615704528,compromised,True
event_000138,16,host_035,endpoint_alert,0.9545022973170362,compromised,True
event_000139,16,host_038,network_alert,0.7028402178629269,compromised,True
event_000140,17,host_002,endpoint_alert,0.6906656312866356,suspicious,True
event_000141,17,host_004,endpoint_alert,0.6195392787316332,compromised,True
event_000142,17,host_011,network_alert,0.9045279848602347,compromised,True
event_000143,17,host_019,auth_alert,0.6001971227829681,compromised,True
event_000144,17,host_022,endpoint_alert,0.6292509269664746,suspicious,True
event_000145,17,host_024,network_alert,0.6292498439800378,suspicious,True
event_000146,17,host_025,network_alert,0.635247309421308,compromised,True
event_000147,17,host_032,endpoint_alert,0.6832919022618803,compromised,True
event_000148,17,host_035,auth_alert,0.6669907187084094,compromised,True
event_000149,17,host_036,network_alert,0.7514325169202007,compromised,True
event_000150,17,host_038,endpoint_alert,0.7705172127364752,compromised,True
event_000151,17,host_049,network_alert,0.8700024532622176,compromised,True
event_000152,18,host_001,endpoint_alert,0.4944768302489102,suspicious,True
event_000153,18,host_008,endpoint_alert,0.7196048550544648,compromised,True
event_000154,18,host_011,auth_alert,0.6806653127594823,compromised,True
event_000155,18,host_013,auth_alert,0.9383003054929752,compromised,True
event_000156,18,host_019,auth_alert,0.858220263499404,compromised,True
event_000157,18,host_021,endpoint_alert,0.7606389330233836,compromised,True
event_000158,18,host_022,auth_alert,0.6441127544875763,suspicious,True
event_000159,18,host_025,endpoint_alert,0.7006267273822002,compromised,True
event_000160,18,host_027,network_alert,0.9532733159494309,compromised,True
event_000161,18,host_029,auth_alert,0.8354363173979186,compromised,True
event_000162,18,host_036,endpoint_alert,0.7230959341963017,compromised,True
event_000163,18,host_038,network_alert,0.6647296535902372,compromised,True
event_000164,18,host_045,auth_alert,0.7220125380365049,compromised,True
event_000165,18,host_047,network_alert,0.8239458431284409,compromised,True
event_000166,18,host_049,endpoint_alert,0.8405966892149895,compromised,True
event_000167,19,host_004,endpoint_alert,0.7754908063509043,compromised,True
event_000168,19,host_007,endpoint_alert,0.7438652592726978,compromised,True
event_000169,19,host_008,auth_alert,0.8747832448152467,compromised,True
event_000170,19,host_011,network_alert,0.6978204976912411,compromised,True
event_000171,19,host_021,auth_alert,0.8585591461545703,compromised,True
event_000172,19,host_022,auth_alert,0.8825147852645064,compromised,True
event_000173,19,host_025,auth_alert,0.8989268907475677,compromised,True
event_000174,19,host_029,endpoint_alert,0.661023558782269,compromised,True
event_000175,19,host_031,endpoint_alert,0.9668580623230595,compromised,True
event_000176,19,host_035,network_alert,0.7422962958505963,compromised,True
event_000177,19,host_036,network_alert,0.7830701495176252,compromised,True
event_000178,19,host_039,endpoint_alert,0.7405940597819352,compromised,True
event_000179,19,host_045,network_alert,0.609108735100623,compromised,True
event_000180,19,host_047,endpoint_alert,0.6620888460567926,compromised,True
event_000181,19,host_049,endpoint_alert,0.6152361037516548,compromised,True
event_000182,20,host_004,endpoint_alert,0.6367878567358891,compromised,True
event_000183,20,host_013,endpoint_alert,0.6136415766827964,compromised,True
event_000184,20,host_019,network_alert,0.6171436033695258,compromised,True
event_000185,20,host_022,auth_alert,0.9171889124442356,compromised,True
event_000186,20,host_027,endpoint_alert,0.6239845248674709,compromised,True
event_000187,20,host_029,auth_alert,0.7086979746993501,compromised,True
event_000188,20,host_031,network_alert,0.8689806798725501,compromised,True
event_000189,20,host_036,network_alert,0.8073567637507981,compromised,True
event_000190,20,host_044,endpoint_alert,0.6341062293954541,compromised,True
event_000191,20,host_045,network_alert,0.7695076993096859,compromised,True
event_000192,20,host_047,auth_alert,0.6598588697006422,compromised,True
event_000193,21,host_004,auth_alert,0.6583686963643482,compromised,True
event_000194,21,host_006,endpoint_alert,0.6649795185182567,suspicious,True
event_000195,21,host_007,endpoint_alert,0.6767095556116256,compromised,True
event_000196,21,host_013,endpoint_alert,0.7663797949568181,compromised,True
event_000197,21,host_018,auth_alert,0.5612767540091275,suspicious,True
event_000198,21,host_021,network_alert,0.6641717558128316,compromised,True
event_000199,21,host_024,endpoint_alert,0.5078198392438776,suspicious,True
event_000200,21,host_025,endpoint_alert,0.9780296592752511,compromised,True
event_000201,21,host_027,endpoint_alert,0.6253937867865559,compromised,True
event_000202,21,host_029,endpoint_alert,0.6193167155404213,compromised,True
event_000203,21,host_031,network_alert,0.7807132458285152,compromised,True
event_000204,21,host_032,network_alert,0.8463098172735111,compromised,True
event_000205,21,host_035,network_alert,0.8398048682913172,compromised,True
event_000206,21,host_036,endpoint_alert,0.8553045916733456,compromised,True
event_000207,21,host_038,endpoint_alert,0.9086067252510824,compromised,True
event_000208,21,host_039,network_alert,0.774689596492365,compromised,True
event_000209,21,host_042,auth_alert,0.5507299931136834,suspicious,True
event_000210,21,host_045,auth_alert,0.963297730618599,compromised,True
event_000211,21,host_046,auth_alert,0.41653178142338626,suspicious,True
event_000212,21,host_047,network_alert,0.8890074886373495,compromised,True
event_000213,21,host_049,endpoint_alert,0.7817938719129376,compromised,True
event_000214,22,host_002,auth_alert,0.8090910829251379,compromised,True
event_000215,22,host_004,endpoint_alert,0.8972402542017621,compromised,True
event_000216,22,host_007,network_alert,0.6914861670614224,compromised,True
event_000217,22,host_008,auth_alert,0.7776441249828573,compromised,True
event_000218,22,host_013,auth_alert,0.7667522466847405,compromised,True
event_000219,22,host_019,endpoint_alert,0.9295254651105482,compromised,True
event_000220,22,host_021,network_alert,0.9452711336911439,compromised,True
event_000221,22,host_024,auth_alert,0.4908802533131698,suspicious,True
event_000222,22,host_025,endpoint_alert,0.8159035934907185,compromised,True
event_000223,22,host_029,network_alert,0.9221780095449887,compromised,True
event_000224,22,host_035,endpoint_alert,0.9567460345986746,compromised,True
event_000225,22,host_036,endpoint_alert,0.7125938595723244,compromised,True
event_000226,22,host_038,auth_alert,0.9607315387435178,compromised,True
event_000227,22,host_039,network_alert,0.8589051996220826,compromised,True
event_000228,22,host_041,network_alert,0.40588468424781493,suspicious,True
event_000229,22,host_047,network_alert,0.7005470900315401,compromised,True
event_000230,22,host_049,endpoint_alert,0.8948006128460944,compromised,True
event_000231,23,host_004,endpoint_alert,0.9777495535319038,compromised,True
event_000232,23,host_007,network_alert,0.6338359619285202,compromised,True
event_000233,23,host_008,network_alert,0.7411864191944174,compromised,True
event_000234,23,host_011,endpoint_alert,0.9274894787700853,compromised,True
event_000235,23,host_021,endpoint_alert,0.6762137391021905,compromised,True
event_000236,23,host_022,endpoint_alert,0.7099832888530646,compromised,True
event_000237,23,host_027,endpoint_alert,0.6513144765013696,compromised,True
event_000238,23,host_029,endpoint_alert,0.9217349991931325,compromised,True
event_000239,23,host_031,auth_alert,0.8429151293353446,compromised,True
event_000240,23,host_038,network_alert,0.7162040869206556,compromised,True
event_000241,23,host_039,network_alert,0.6487514382342257,compromised,True
event_000242,23,host_045,network_alert,0.9117922586662696,compromised,True
event_000243,23,host_047,auth_alert,0.6905686411575829,compromised,True
event_000244,23,host_049,endpoint_alert,0.7501386982681985,compromised,True
event_000245,24,host_002,network_alert,0.857629303967117,compromised,True
event_000246,24,host_004,network_alert,0.9650379885389564,compromised,True
event_000247,24,host_008,endpoint_alert,0.7800944403024697,compromised,True
event_000248,24,host_011,network_alert,0.7079394980000758,compromised,True
event_000249,24,host_013,network_alert,0.9357413378410089,compromised,True
event_000250,24,host_021,network_alert,0.8141388300484241,compromised,True
event_000251,24,host_022,auth_alert,0.7323448357153534,compromised,True
event_000252,24,host_024,auth_alert,0.678059315068309,suspicious,True
event_000253,24,host_025,network_alert,0.6978927941491738,compromised,True
event_000254,24,host_029,endpoint_alert,0.8961225785584243,compromised,True
event_000255,24,host_031,auth_alert,0.9642358117106719,compromised,True
event_000256,24,host_035,endpoint_alert,0.770822251626938,compromised,True
event_000257,24,host_036,endpoint_alert,0.9374623041056505,compromised,True
event_000258,24,host_038,endpoint_alert,0.6535903739810055,compromised,True
event_000259,24,host_044,auth_alert,0.645642039438526,compromised,True
event_000260,24,host_045,network_alert,0.6281419196802479,compromised,True
event_000261,24,host_046,network_alert,0.8204912823623184,compromised,True
event_000262,25,host_004,endpoint_alert,0.664491359937453,compromised,True
event_000263,25,host_007,endpoint_alert,0.9199866576734511,compromised,True
event_000264,25,host_008,endpoint_alert,0.925435659649181,compromised,True
event_000265,25,host_011,endpoint_alert,0.8617825519321294,compromised,True
event_000266,25,host_013,endpoint_alert,0.7101369632628067,compromised,True
event_000267,25,host_014,endpoint_alert,0.8319274477402683,compromised,True
event_000268,25,host_021,endpoint_alert,0.6329503637844156,compromised,True
event_000269,25,host_022,endpoint_alert,0.8823043977460713,compromised,True
event_000270,25,host_025,network_alert,0.7795712736680057,compromised,True
event_000271,25,host_027,network_alert,0.7868887809369057,compromised,True
event_000272,25,host_029,network_alert,0.627303127484769,compromised,True
event_000273,25,host_031,network_alert,0.7875325005658096,compromised,True
event_000274,25,host_032,network_alert,0.771219056168335,compromised,True
event_000275,25,host_035,auth_alert,0.7641393511801831,compromised,True
event_000276,25,host_038,endpoint_alert,0.6586275876571208,compromised,True
event_000277,25,host_044,network_alert,0.6876580676245859,compromised,True
event_000278,25,host_046,network_alert,0.9228974727324663,compromised,True
event_000279,25,host_049,endpoint_alert,0.6998911062207174,compromised,True
event_000280,26,host_004,network_alert,0.9545147142123319,compromised,True
event_000281,26,host_008,endpoint_alert,0.9745360185745631,compromised,True
event_000282,26,host_013,endpoint_alert,0.8130954023335646,compromised,True
event_000283,26,host_014,endpoint_alert,0.7551627486005357,compromised,True
event_000284,26,host_018,auth_alert,0.640208351568543,suspicious,True
event_000285,26,host_019,endpoint_alert,0.8885496180085072,compromised,True
event_000286,26,host_021,endpoint_alert,0.6672605362261096,compromised,True
event_000287,26,host_024,auth_alert,0.8210563732243117,compromised,True
event_000288,26,host_025,network_alert,0.6590509053177647,compromised,True
event_000289,26,host_027,endpoint_alert,0.6272829140968174,compromised,True
event_000290,26,host_030,auth_alert,0.32117125663864365,benign,False
event_000291,26,host_031,auth_alert,0.6770603719914804,compromised,True
event_000292,26,host_036,endpoint_alert,0.7813485057908026,compromised,True
event_000293,26,host_038,auth_alert,0.7338407475547472,compromised,True
event_000294,26,host_040,auth_alert,0.24320282043496053,benign,False
event_000295,26,host_041,network_alert,0.907997491950723,compromised,True
event_000296,26,host_044,endpoint_alert,0.6933150947475916,compromised,True
event_000297,26,host_045,endpoint_alert,0.7728598726584027,compromised,True
event_000298,26,host_046,auth_alert,0.9132779062197273,compromised,True
event_000299,27,host_000,network_alert,0.3355786370242724,benign,False
event_000300,27,host_001,network_alert,0.6880806290279373,suspicious,True
event_000301,27,host_004,auth_alert,0.9229198951659137,compromised,True
event_000302,27,host_007,endpoint_alert,0.6583603160527235,compromised,True
event_000303,27,host_013,endpoint_alert,0.9683942618157233,compromised,True
event_000304,27,host_018,network_alert,0.8789756113891488,compromised,True
event_000305,27,host_019,network_alert,0.7437161987436788,compromised,True
event_000306,27,host_021,endpoint_alert,0.9521347854708871,compromised,True
event_000307,27,host_022,endpoint_alert,0.9751787955837147,compromised,True
event_000308,27,host_024,endpoint_alert,0.7290996601446316,compromised,True
event_000309,27,host_025,endpoint_alert,0.8864328582647032,compromised,True
event_000310,27,host_027,network_alert,0.7976273266593654,compromised,True
event_000311,27,host_029,network_alert,0.84730194409274,compromised,True
event_000312,27,host_032,auth_alert,0.6580222508597399,compromised,True
event_000313,27,host_035,auth_alert,0.767609423254568,compromised,True
event_000314,27,host_036,endpoint_alert,0.7062618050589614,compromised,True
event_000315,27,host_038,endpoint_alert,0.8475072995212176,compromised,True
event_000316,27,host_039,auth_alert,0.6943518141964112,compromised,True
event_000317,27,host_041,network_alert,0.743578304793273,compromised,True
event_000318,27,host_044,endpoint_alert,0.7310358785715584,compromised,True
event_000319,27,host_045,auth_alert,0.8974718149464852,compromised,True
event_000320,27,host_047,endpoint_alert,0.890260745569576,compromised,True
event_000321,28,host_004,endpoint_alert,0.6557624286189079,compromised,True
event_000322,28,host_007,endpoint_alert,0.9202087562529145,compromised,True
event_000323,28,host_008,endpoint_alert,0.9716573833994324,compromised,True
event_000324,28,host_011,network_alert,0.701007577044525,compromised,True
event_000325,28,host_013,endpoint_alert,0.9534400973150471,compromised,True
event_000326,28,host_014,network_alert,0.6983575421502118,compromised,True
event_000327,28,host_018,network_alert,0.7481579981715915,compromised,True
event_000328,28,host_019,network_alert,0.6708636520072283,compromised,True
event_000329,28,host_021,endpoint_alert,0.6760697036222466,compromised,True
event_000330,28,host_025,endpoint_alert,0.732567047777631,compromised,True
event_000331,28,host_027,endpoint_alert,0.9239966332349909,compromised,True
event_000332,28,host_028,endpoint_alert,0.9420346856945994,compromised,True
event_000333,28,host_029,auth_alert,0.7879480851102921,compromised,True
event_000334,28,host_031,network_alert,0.6496856890830011,compromised,True
event_000335,28,host_038,auth_alert,0.7972835492674422,compromised,True
event_000336,28,host_039,auth_alert,0.832981579217773,compromised,True
event_000337,28,host_040,network_alert,0.12937228334637849,benign,False
event_000338,28,host_041,auth_alert,0.6912946003462638,compromised,True
event_000339,28,host_044,auth_alert,0.7438759524251171,compromised,True
event_000340,28,host_045,endpoint_alert,0.7246110757416675,compromised,True
event_000341,28,host_046,auth_alert,0.6768034340594573,compromised,True
event_000342,29,host_002,network_alert,0.8906075414144065,compromised,True
event_000343,29,host_008,network_alert,0.635849771003069,compromised,True
event_000344,29,host_011,endpoint_alert,0.6129881761527388,compromised,True
event_000345,29,host_014,network_alert,0.6371956464816466,compromised,True
event_000346,29,host_017,auth_alert,0.40608538244502634,suspicious,True
event_000347,29,host_018,endpoint_alert,0.9341764587253203,compromised,True
event_000348,29,host_019,network_alert,0.7618689666288827,compromised,True
event_000349,29,host_021,endpoint_alert,0.6978014789609555,compromised,True
event_000350,29,host_022,auth_alert,0.7337333783487271,compromised,True
event_000351,29,host_024,network_alert,0.6975542693833632,compromised,True
event_000352,29,host_029,endpoint_alert,0.6645918380543986,compromised,True
event_000353,29,host_031,endpoint_alert,0.9532476093627251,compromised,True
event_000354,29,host_032,endpoint_alert,0.8739954107733556,compromised,True
event_000355,29,host_036,endpoint_alert,0.6982517276965212,compromised,True
event_000356,29,host_038,network_alert,0.9399968610515981,compromised,True
event_000357,29,host_039,endpoint_alert,0.8233012903681564,compromised,True
event_000358,29,host_041,auth_alert,0.6395775676450912,compromised,True
event_000359,29,host_045,network_alert,0.6333485654531892,compromised,True
event_000360,29,host_046,network_alert,0.9600473571170183,compromised,True
event_000361,29,host_047,endpoint_alert,0.771931089237208,compromised,True
event_000362,29,host_048,auth_alert,0.9413826458969623,compromised,True
event_000363,29,host_049,network_alert,0.6255191575392897,compromised,True
event_000364,30,host_002,endpoint_alert,0.6357280568241556,compromised,True
event_000365,30,host_006,auth_alert,0.44733766568253763,suspicious,True
event_000366,30,host_007,endpoint_alert,0.6230396820319739,compromised,True
event_000367,30,host_008,endpoint_alert,0.7466500907560216,compromised,True
event_000368,30,host_011,endpoint_alert,0.7312456894044069,compromised,True
event_000369,30,host_014,endpoint_alert,0.9671569976399069,compromised,True
event_000370,30,host_018,endpoint_alert,0.8653609949900635,compromised,True
event_000371,30,host_021,endpoint_alert,0.6480942410071049,compromised,True
event_000372,30,host_027,network_alert,0.9201329005520136,compromised,True
event_000373,30,host_029,endpoint_alert,0.6821823377230696,compromised,True
event_000374,30,host_031,endpoint_alert,0.6714796066861135,compromised,True
event_000375,30,host_032,network_alert,0.6776566271804227,compromised,True
event_000376,30,host_036,endpoint_alert,0.9693866673097365,compromised,True
event_000377,30,host_038,endpoint_alert,0.7136675547832785,compromised,True
event_000378,30,host_039,network_alert,0.6164065855216161,compromised,True
event_000379,30,host_040,network_alert,0.3346621271447376,benign,False
event_000380,30,host_044,endpoint_alert,0.7982514013906192,compromised,True
event_000381,30,host_045,endpoint_alert,0.9412856305904159,compromised,True
event_000382,30,host_047,endpoint_alert,0.6686683543913876,compromised,True
event_000383,30,host_048,endpoint_alert,0.6663241100181795,compromised,True
event_000384,31,host_002,auth_alert,0.7532439615135308,compromised,True
event_000385,31,host_004,network_alert,0.6794046508441534,compromised,True
event_000386,31,host_007,endpoint_alert,0.7431594057192478,compromised,True
event_000387,31,host_013,endpoint_alert,0.6262731791027594,compromised,True
event_000388,31,host_014,auth_alert,0.8765947389594383,compromised,True
event_000389,31,host_017,network_alert,0.6342120792444366,suspicious,True
event_000390,31,host_018,auth_alert,0.6213897489331566,compromised,True
event_000391,31,host_021,endpoint_alert,0.9022996999668688,compromised,True
event_000392,31,host_022,endpoint_alert,0.9758549370099628,compromised,True
event_000393,31,host_025,endpoint_alert,0.9368072330945489,compromised,True
event_000394,31,host_028,endpoint_alert,0.7393008041296392,compromised,True
event_000395,31,host_029,endpoint_alert,0.7242213737132559,compromised,True
event_000396,31,host_031,endpoint_alert,0.656977761614943,compromised,True
event_000397,31,host_038,auth_alert,0.6179551287654643,compromised,True
event_000398,31,host_041,network_alert,0.6273076230195648,compromised,True
event_000399,31,host_044,auth_alert,0.8261719538076618,compromised,True
event_000400,31,host_046,auth_alert,0.6470918392463356,compromised,True
event_000401,31,host_047,endpoint_alert,0.9010629181247529,compromised,True
event_000402,32,host_001,endpoint_alert,0.7130165444555604,compromised,True
event_000403,32,host_002,network_alert,0.8591204439254879,compromised,True
event_000404,32,host_004,endpoint_alert,0.7851038595682402,compromised,True
event_000405,32,host_007,auth_alert,0.9539555331373779,compromised,True
event_000406,32,host_008,auth_alert,0.8908220650966818,compromised,True
event_000407,32,host_012,endpoint_alert,0.5526514168685271,suspicious,True
event_000408,32,host_017,endpoint_alert,0.9636492021596962,compromised,True
event_000409,32,host_018,endpoint_alert,0.7661086560359243,compromised,True
event_000410,32,host_021,endpoint_alert,0.804986348292468,compromised,True
event_000411,32,host_022,endpoint_alert,0.6186481381352237,compromised,True
event_000412,32,host_024,endpoint_alert,0.8497869054719819,compromised,True
event_000413,32,host_028,endpoint_alert,0.8303546429773682,compromised,True
event_000414,32,host_029,endpoint_alert,0.8004119166500898,compromised,True
event_000415,32,host_032,endpoint_alert,0.6842604353020976,compromised,True
event_000416,32,host_035,endpoint_alert,0.7286647484201093,compromised,True
event_000417,32,host_036,network_alert,0.8748617257675194,compromised,True
event_000418,32,host_038,auth_alert,0.6543428125040264,compromised,True
event_000419,32,host_039,endpoint_alert,0.9587745858889843,compromised,True
event_000420,32,host_041,auth_alert,0.7285560993491264,compromised,True
event_000421,32,host_046,endpoint_alert,0.964456504081022,compromised,True
event_000422,32,host_047,auth_alert,0.9508550222979938,compromised,True
event_000423,32,host_049,endpoint_alert,0.6804616190549274,compromised,True
event_000424,33,host_001,auth_alert,0.8595456834506191,compromised,True
event_000425,33,host_004,auth_alert,0.9573335367645086,compromised,True
event_000426,33,host_007,endpoint_alert,0.7595108394975283,compromised,True
