timestamp,host,event_type,severity,observed_state
2020-08-07T14:32:30.373Z,WORKSTATION5.theshire.local,other_security_event,low,benign
2020-08-07T14:32:30.373Z,WORKSTATION5.theshire.local,other_security_event,low,benign
2020-08-07T14:32:30.373Z,WORKSTATION5.theshire.local,other_security_event,low,benign
2020-08-07T14:32:30.373Z,WORKSTATION5.theshire.local,other_security_event,low,benign
2020-08-07T14:32:30.373Z,WORKSTATION5.theshire.local,other_security_event,low,benign
2020-08-07T14:32:30.373Z,WORKSTATION5.theshire.local,other_security_event,low,benign
2020-08-07T14:32:30.373Z,WORKSTATION5.theshire.local,other_security_event,medium,suspicious
2020-08-07T14:32:30.373Z,WORKSTATION5.theshire.local,other_security_event,medium,suspicious
2020-08-07T14:32:30.374Z,MORDORDC.theshire.local,sysmon_network_connection,medium,suspicious
2020-08-07T14:32:30.374Z,MORDORDC.theshire.local,sysmon_network_connection,high,compromised
2020-08-07T14:32:31.382Z,WORKSTATION5.theshire.local,sysmon_network_connection,medium,suspicious
2020-08-07T14:32:31.382Z,WORKSTATION6.theshire.local,file_create,low,benign
2020-08-07T14:32:31.382Z,MORDORDC.theshire.local,image_load,low,benign
2020-08-07T14:32:31.382Z,MORDORDC.theshire.local,image_load,low,benign
2020-08-07T14:32:31.383Z,MORDORDC.theshire.local,sysmon_network_connection,medium,suspicious
2020-08-07T14:32:33.390Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:33.391Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:33.391Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:33.392Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:33.393Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:33.393Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:33.393Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:33.394Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:34.390Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:35.397Z,WORKSTATION5.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:35.397Z,WORKSTATION5.theshire.local,other_security_event,medium,suspicious
2020-08-07T14:32:35.397Z,WORKSTATION5.theshire.local,other_security_event,medium,suspicious
2020-08-07T14:32:35.398Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:35.399Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:36.407Z,WORKSTATION5.theshire.local,sysmon_network_connection,medium,suspicious
2020-08-07T14:32:36.408Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:38.421Z,WORKSTATION5.theshire.local,other_security_event,low,benign
2020-08-07T14:32:38.421Z,WORKSTATION5.theshire.local,other_security_event,low,benign
2020-08-07T14:32:38.422Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:38.422Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:38.422Z,WORKSTATION6.theshire.local,other_security_event,low,benign
2020-08-07T14:32:38.422Z,WORKSTATION6.theshire.local,other_security_event,low,benign
2020-08-07T14:32:38.423Z,WORKSTATION6.theshire.local,other_security_event,low,benign
2020-08-07T14:32:38.423Z,WORKSTATION6.theshire.local,other_security_event,low,benign
2020-08-07T14:32:38.423Z,WORKSTATION6.theshire.local,other_security_event,low,benign
2020-08-07T14:32:38.423Z,WORKSTATION6.theshire.local,other_security_event,low,benign
2020-08-07T14:32:38.423Z,WORKSTATION6.theshire.local,other_security_event,low,benign
2020-08-07T14:32:38.423Z,WORKSTATION6.theshire.local,other_security_event,low,benign
2020-08-07T14:32:38.423Z,WORKSTATION6.theshire.local,other_security_event,low,benign
2020-08-07T14:32:38.424Z,WORKSTATION6.theshire.local,other_security_event,low,benign
2020-08-07T14:32:38.424Z,WORKSTATION6.theshire.local,other_security_event,low,benign
2020-08-07T14:32:38.424Z,WORKSTATION6.theshire.local,other_security_event,low,benign
2020-08-07T14:32:38.424Z,WORKSTATION6.theshire.local,other_security_event,low,benign
2020-08-07T14:32:38.424Z,WORKSTATION6.theshire.local,other_security_event,low,benign
2020-08-07T14:32:38.425Z,WORKSTATION6.theshire.local,other_security_event,low,benign
2020-08-07T14:32:38.425Z,WORKSTATION6.theshire.local,other_security_event,low,benign
2020-08-07T14:32:38.425Z,WORKSTATION6.theshire.local,other_security_event,low,benign
2020-08-07T14:32:38.425Z,WORKSTATION6.theshire.local,other_security_event,low,benign
2020-08-07T14:32:38.425Z,WORKSTATION6.theshire.local,other_security_event,low,benign
2020-08-07T14:32:38.425Z,WORKSTATION6.theshire.local,other_security_event,low,benign
2020-08-07T14:32:38.426Z,WORKSTATION6.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:39.436Z,WORKSTATION5.theshire.local,other_sysmon_event,low,benign
2020-08-07T14:32:39.437Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:39.438Z,WORKSTATION5.theshire.local,other_sysmon_event,low,benign
2020-08-07T14:32:39.438Z,WORKSTATION5.theshire.local,other_security_event,low,benign
2020-08-07T14:32:39.438Z,WORKSTATION5.theshire.local,other_security_event,low,benign
2020-08-07T14:32:39.439Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:41.453Z,WORKSTATION5.theshire.local,sysmon_process_access,medium,suspicious
2020-08-07T14:32:41.453Z,WORKSTATION5.theshire.local,other_security_event,low,benign
2020-08-07T14:32:41.454Z,WORKSTATION5.theshire.local,other_sysmon_event,low,benign
2020-08-07T14:32:41.454Z,WORKSTATION5.theshire.local,other_security_event,low,benign
2020-08-07T14:32:41.454Z,WORKSTATION5.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:43.467Z,MORDORDC.theshire.local,file_create,low,benign
2020-08-07T14:32:45.478Z,WORKSTATION5.theshire.local,other_security_event,low,benign
2020-08-07T14:32:45.478Z,WORKSTATION5.theshire.local,sysmon_process_access,medium,suspicious
2020-08-07T14:32:45.479Z,WORKSTATION5.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:45.479Z,WORKSTATION5.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:45.479Z,WORKSTATION5.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:45.480Z,WORKSTATION5.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:45.480Z,WORKSTATION5.theshire.local,other_sysmon_event,low,benign
2020-08-07T14:32:45.481Z,WORKSTATION5.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:45.481Z,WORKSTATION5.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:45.481Z,WORKSTATION5.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:45.482Z,WORKSTATION5.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:45.482Z,WORKSTATION5.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:45.482Z,WORKSTATION5.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:45.483Z,WORKSTATION5.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:45.483Z,WORKSTATION5.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:45.483Z,WORKSTATION5.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:45.483Z,WORKSTATION5.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:45.484Z,WORKSTATION5.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:46.497Z,WORKSTATION5.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:46.497Z,WORKSTATION5.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:46.498Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.498Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.499Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.499Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.500Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:46.501Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:46.502Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:46.502Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.502Z,WORKSTATION5.theshire.local,powershell_event,medium,suspicious
2020-08-07T14:32:46.503Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:46.504Z,WORKSTATION5.theshire.local,powershell_event,medium,suspicious
2020-08-07T14:32:46.505Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:46.505Z,WORKSTATION5.theshire.local,powershell_event,medium,suspicious
2020-08-07T14:32:46.506Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:46.506Z,WORKSTATION5.theshire.local,powershell_event,medium,suspicious
2020-08-07T14:32:46.507Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:46.507Z,WORKSTATION5.theshire.local,powershell_event,medium,suspicious
2020-08-07T14:32:46.507Z,WORKSTATION5.theshire.local,powershell_event,medium,suspicious
2020-08-07T14:32:46.508Z,WORKSTATION5.theshire.local,powershell_event,medium,suspicious
2020-08-07T14:32:46.508Z,WORKSTATION5.theshire.local,powershell_event,medium,suspicious
2020-08-07T14:32:46.508Z,WORKSTATION5.theshire.local,powershell_event,medium,suspicious
2020-08-07T14:32:46.509Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.509Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.510Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.510Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.511Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.511Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.511Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.512Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.520Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.521Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.522Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:46.522Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.523Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:46.523Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:46.524Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.524Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:46.525Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:46.525Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.526Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.527Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:46.527Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:46.528Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:46.529Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:46.529Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.530Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.530Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:46.532Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.532Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:46.532Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.532Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.533Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:46.533Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.535Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:46.535Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.536Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.536Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.537Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:46.538Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:46.538Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.540Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.541Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:46.541Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.542Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:46.542Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:46.542Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:47.546Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:47.546Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:47.546Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:47.547Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:47.548Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:47.549Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:47.549Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:47.549Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:47.550Z,WORKSTATION5.theshire.local,image_load,medium,suspicious
2020-08-07T14:32:47.550Z,MORDORDC.theshire.local,file_create,low,benign
2020-08-07T14:32:47.551Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:47.552Z,MORDORDC.theshire.local,file_create,low,benign
2020-08-07T14:32:47.552Z,MORDORDC.theshire.local,sysmon_process_access,medium,suspicious
2020-08-07T14:32:47.552Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:47.553Z,MORDORDC.theshire.local,sysmon_process_access,medium,suspicious
2020-08-07T14:32:47.553Z,WORKSTATION5.theshire.local,image_load,medium,suspicious
2020-08-07T14:32:47.553Z,MORDORDC.theshire.local,sysmon_process_access,medium,suspicious
2020-08-07T14:32:47.554Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:47.555Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:47.555Z,MORDORDC.theshire.local,sysmon_process_access,medium,suspicious
2020-08-07T14:32:47.555Z,WORKSTATION5.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.556Z,MORDORDC.theshire.local,sysmon_process_access,medium,suspicious
2020-08-07T14:32:47.556Z,MORDORDC.theshire.local,sysmon_process_access,medium,suspicious
2020-08-07T14:32:47.557Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:47.558Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.558Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:47.558Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.559Z,MORDORDC.theshire.local,registry_change,high,compromised
2020-08-07T14:32:47.559Z,MORDORDC.theshire.local,sysmon_process_access,medium,suspicious
2020-08-07T14:32:47.560Z,MORDORDC.theshire.local,sysmon_process_access,medium,suspicious
2020-08-07T14:32:47.560Z,MORDORDC.theshire.local,sysmon_process_access,medium,suspicious
2020-08-07T14:32:47.564Z,MORDORDC.theshire.local,sysmon_process_access,medium,suspicious
2020-08-07T14:32:47.564Z,WORKSTATION5.theshire.local,image_load,medium,suspicious
2020-08-07T14:32:47.565Z,MORDORDC.theshire.local,sysmon_process_access,medium,suspicious
2020-08-07T14:32:47.565Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:47.566Z,WORKSTATION5.theshire.local,other_sysmon_event,medium,suspicious
2020-08-07T14:32:47.566Z,MORDORDC.theshire.local,sysmon_process_access,medium,suspicious
2020-08-07T14:32:47.567Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:47.567Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.567Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.568Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.568Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.568Z,WORKSTATION5.theshire.local,other_sysmon_event,medium,suspicious
2020-08-07T14:32:47.569Z,MORDORDC.theshire.local,sysmon_process_access,medium,suspicious
2020-08-07T14:32:47.570Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:47.570Z,MORDORDC.theshire.local,sysmon_process_access,medium,suspicious
2020-08-07T14:32:47.570Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:47.571Z,MORDORDC.theshire.local,sysmon_process_access,medium,suspicious
2020-08-07T14:32:47.571Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.572Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.572Z,MORDORDC.theshire.local,other_sysmon_event,low,benign
2020-08-07T14:32:47.572Z,MORDORDC.theshire.local,registry_change,high,compromised
2020-08-07T14:32:47.573Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.573Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.573Z,MORDORDC.theshire.local,other_sysmon_event,high,compromised
2020-08-07T14:32:47.574Z,MORDORDC.theshire.local,other_sysmon_event,high,compromised
2020-08-07T14:32:47.574Z,MORDORDC.theshire.local,sysmon_process_access,medium,suspicious
2020-08-07T14:32:47.575Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:47.575Z,MORDORDC.theshire.local,sysmon_process_access,medium,suspicious
2020-08-07T14:32:47.576Z,WORKSTATION5.theshire.local,other_sysmon_event,medium,suspicious
2020-08-07T14:32:47.576Z,MORDORDC.theshire.local,sysmon_process_access,medium,suspicious
2020-08-07T14:32:47.576Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.579Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.580Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.580Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.582Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:47.582Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.582Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.582Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.582Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.583Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.583Z,WORKSTATION5.theshire.local,other_security_event,medium,suspicious
2020-08-07T14:32:47.583Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:47.584Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.584Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.585Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.585Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.585Z,WORKSTATION5.theshire.local,security_handle_closed,medium,suspicious
2020-08-07T14:32:47.585Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:47.587Z,WORKSTATION5.theshire.local,other_sysmon_event,medium,suspicious
2020-08-07T14:32:47.587Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.587Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.587Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.588Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.588Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.589Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:47.589Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.589Z,WORKSTATION5.theshire.local,security_handle_request,medium,suspicious
2020-08-07T14:32:47.591Z,WORKSTATION5.theshire.local,other_sysmon_event,medium,suspicious
2020-08-07T14:32:47.591Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.591Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:47.592Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:47.592Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.597Z,WORKSTATION5.theshire.local,security_object_access,medium,suspicious
2020-08-07T14:32:47.598Z,WORKSTATION5.theshire.local,sysmon_process_access,medium,suspicious
2020-08-07T14:32:47.598Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.598Z,WORKSTATION5.theshire.local,sysmon_process_access,medium,suspicious
2020-08-07T14:32:47.598Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:47.599Z,WORKSTATION5.theshire.local,security_handle_closed,medium,suspicious
2020-08-07T14:32:47.600Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:47.600Z,MORDORDC.theshire.local,registry_change,medium,suspicious
2020-08-07T14:32:47.600Z,WORKSTATION5.theshire.local,image_load,low,benign
2020-08-07T14:32:47.600Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:47.601Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:47.602Z,WORKSTATION5.theshire.local,other_security_event,medium,suspicious
2020-08-07T14:32:47.602Z,WORKSTATION5.theshire.local,image_load,low,benign
2020-08-07T14:32:47.602Z,WORKSTATION5.theshire.local,other_security_event,medium,suspicious
2020-08-07T14:32:47.603Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:47.603Z,WORKSTATION5.theshire.local,powershell_pipeline,medium,suspicious
2020-08-07T14:32:47.604Z,WORKSTATION5.theshire.local,other_security_event,medium,suspicious
2020-08-07T14:32:47.604Z,WORKSTATION5.theshire.local,powershell_module,medium,suspicious
2020-08-07T14:32:47.605Z,WORKSTATION5.theshire.local,image_load,low,benign
